image_name,category_label,category_name,category_type,x_1,y_1,x_2,y_2,evaluation_status
img/Dropped_Lapel_Chiffon-Sleeved_Blazer/img_00000022.jpg,2,Blazer,1,1,89,204,257,train
img/Oversized_Two-Tone_Blazer/img_00000073.jpg,2,Blazer,1,26,41,115,199,train
img/Collarless_Woven_Blazer/img_00000006.jpg,2,Blazer,1,104,38,169,158,train
img/Flat_Collar_Blazer/img_00000101.jpg,2,Blazer,1,1,24,225,300,train
img/Boxy_Buttoned_Blazer/img_00000081.jpg,2,Blazer,1,37,2,181,184,train
img/Oversized_Open-Front_Blazer/img_00000042.jpg,2,Blazer,1,52,44,148,163,train
img/Tweed_Boyfriend_Blazer/img_00000101.jpg,2,Blazer,1,1,65,200,280,train
img/Single-Button_Blazer/img_00000134.jpg,2,Blazer,1,31,41,277,296,train
img/Draped_Collar_Blazer/img_00000091.jpg,2,Blazer,1,30,1,288,276,train
img/Ruched-Sleeve_Blazer/img_00000088.jpg,2,Blazer,1,25,79,228,268,train
img/Dropped-Collar_Blazer/img_00000088.jpg,2,Blazer,1,8,54,99,167,train
img/Classic_Single-Button_Blazer/img_00000063.jpg,2,Blazer,1,17,15,106,115,train
img/Boxy_Buttoned_Blazer/img_00000025.jpg,2,Blazer,1,47,40,153,172,train
img/Oversized_Two-Tone_Blazer/img_00000038.jpg,2,Blazer,1,24,84,170,269,train
img/Classic_Open-Front_Blazer/img_00000005.jpg,2,Blazer,1,51,64,261,300,train
img/Zippered_Single-Button_Blazer/img_00000021.jpg,2,Blazer,1,24,77,175,223,train
img/Round-Hem_Brushstroke_Print_Blazer/img_00000064.jpg,2,Blazer,1,48,93,182,253,train
img/Open-Front_Collarless_Blazer/img_00000003.jpg,2,Blazer,1,27,62,200,275,train
img/Collarless_Draped-Front_Blazer/img_00000008.jpg,2,Blazer,1,31,75,162,254,train
img/Flat_Collar_Blazer/img_00000069.jpg,2,Blazer,1,1,8,179,157,train
img/Zippered_Shawl_Collar_Blazer/img_00000006.jpg,2,Blazer,1,10,25,106,120,train
img/Tribal_Print_Linen_Blazer/img_00000015.jpg,2,Blazer,1,39,71,153,220,train
img/Textured_Woven_Blazer/img_00000034.jpg,2,Blazer,1,7,81,187,275,train
img/Cropped_Open-Front_Blazer/img_00000017.jpg,2,Blazer,1,1,44,232,251,train
img/Classic_Boyfriend_Blazer/img_00000087.jpg,2,Blazer,1,103,5,231,148,train
img/Classic_Two-Button_Blazer/img_00000090.jpg,2,Blazer,1,28,32,272,300,train
img/Cropped_Open-Front_Blazer/img_00000041.jpg,2,Blazer,1,93,78,148,185,train
img/Collarless_Faux_Leather-Sleeve_Blazer/img_00000108.jpg,2,Blazer,1,101,64,229,257,train
img/Open-Front_Woven_Blazer/img_00000005.jpg,2,Blazer,1,39,112,225,267,train
img/Glen_Plaid_Blazer/img_00000017.jpg,2,Blazer,1,57,51,214,297,train
img/Boxy_Buttoned_Blazer/img_00000061.jpg,2,Blazer,1,35,42,171,169,train
img/Double-Breasted_Blazer/img_00000130.jpg,2,Blazer,1,8,44,109,168,train
img/Oversized_Two-Tone_Blazer/img_00000113.jpg,2,Blazer,1,81,83,238,269,train
img/Must-Have_Ruched_Blazer/img_00000118.jpg,2,Blazer,1,64,58,200,232,train
img/Zip_Pocket_Blazer/img_00000029.jpg,2,Blazer,1,24,84,200,285,train
img/Button-Front_Blazer/img_00000001.jpg,2,Blazer,1,14,22,222,284,train
img/Collarless_Woven_Blazer/img_00000005.jpg,2,Blazer,1,117,1,173,276,train
img/Classic_Open-Front_Blazer/img_00000048.jpg,2,Blazer,1,29,77,202,300,train
img/Classic_Open-Front_Blazer/img_00000072.jpg,2,Blazer,1,91,53,212,150,train
img/Asymmetrical_Open-Front_Blazer/img_00000005.jpg,2,Blazer,1,76,49,240,293,train
img/Quilted_Open-Front_Blazer/img_00000058.jpg,2,Blazer,1,63,76,229,255,train
img/Collarless_Open-Front_Blazer/img_00000083.jpg,2,Blazer,1,36,83,186,263,train
img/Two-Button_Blazer/img_00000159.jpg,2,Blazer,1,65,47,228,300,train
img/Floral_Print_Blazer/img_00000119.jpg,2,Blazer,1,35,84,163,268,train
img/Zip_Pocket_Blazer/img_00000079.jpg,2,Blazer,1,1,15,148,193,train
img/Quilted_Open-Front_Blazer/img_00000059.jpg,2,Blazer,1,38,73,198,271,train
img/Longline_Side-Slit_Blazer/img_00000010.jpg,2,Blazer,1,39,72,175,265,train
img/Double-Breasted_Blazer/img_00000039.jpg,2,Blazer,1,1,48,165,203,train
img/Tulip_Front_Blazer/img_00000013.jpg,2,Blazer,1,72,85,215,243,train
img/Single-Button_Blazer/img_00000139.jpg,2,Blazer,1,38,29,282,277,train
img/Floral_and_Bird_Print_Blazer/img_00000042.jpg,2,Blazer,1,71,88,237,284,train
img/Floral_Print_Blazer/img_00000178.jpg,2,Blazer,1,10,31,197,233,train
img/Button-Front_Blazer/img_00000105.jpg,2,Blazer,1,1,38,200,265,train
img/Round-Hem_Brushstroke_Print_Blazer/img_00000015.jpg,2,Blazer,1,48,69,216,271,train
img/Abstract_Print_Draped_Blazer/img_00000042.jpg,2,Blazer,1,35,77,165,275,train
img/Crepe_Shawl_Collar_Blazer/img_00000098.jpg,2,Blazer,1,57,65,184,208,train
img/Longline_Boyfriend_Blazer/img_00000089.jpg,2,Blazer,1,86,35,163,178,train
img/Draped_Collar_Blazer/img_00000078.jpg,2,Blazer,1,74,64,141,106,train
img/Single-Button_Blazer/img_00000064.jpg,2,Blazer,1,59,33,183,128,train
img/Longline_Boyfriend_Blazer/img_00000074.jpg,2,Blazer,1,5,83,175,281,train
img/Textured_Open_Front_Blazer/img_00000114.jpg,2,Blazer,1,49,49,212,277,train
img/Flat_Collar_Blazer/img_00000046.jpg,2,Blazer,1,54,78,221,223,train
img/Open-Front_Linen_Blazer/img_00000026.jpg,2,Blazer,1,1,71,201,279,train
img/Collarless_Draped-Front_Blazer/img_00000033.jpg,2,Blazer,1,75,50,167,152,train
img/Oversized_Two-Tone_Blazer/img_00000118.jpg,2,Blazer,1,10,48,117,239,train
img/Ruched-Sleeve_Blazer/img_00000027.jpg,2,Blazer,1,27,51,165,247,train
img/Oversized_Open-Front_Blazer/img_00000066.jpg,2,Blazer,1,57,8,173,143,train
img/Crepe_Shawl_Collar_Blazer/img_00000101.jpg,2,Blazer,1,19,80,225,295,train
img/Knit_Open-Front_Blazer/img_00000100.jpg,2,Blazer,1,10,89,180,300,train
img/Classic_One-Button_Blazer/img_00000025.jpg,2,Blazer,1,52,47,269,265,train
img/Watercolor_Floral_Print_Blazer/img_00000051.jpg,2,Blazer,1,43,32,116,135,train
img/Collarless_Faux_Leather-Sleeve_Blazer/img_00000113.jpg,2,Blazer,1,72,69,208,234,train
img/Glen_Plaid_Blazer/img_00000040.jpg,2,Blazer,1,53,103,160,226,train
img/Notched_Open-Front_Textured_Blazer/img_00000022.jpg,2,Blazer,1,20,57,194,195,train
img/Zippered_Shawl_Collar_Blazer/img_00000117.jpg,2,Blazer,1,54,66,196,257,train
img/Open-Front_Zippered_Blazer/img_00000008.jpg,2,Blazer,1,15,100,197,296,train
img/Tuxedo-Inspired_Blazer/img_00000037.jpg,2,Blazer,1,1,10,223,300,train
img/Asymmetrical_Open-Front_Blazer/img_00000112.jpg,2,Blazer,1,88,47,213,237,train
img/Cuffed-Sleeve_Boyfriend_Blazer/img_00000086.jpg,2,Blazer,1,1,84,165,280,train
img/Dropped_Lapel_Chiffon-Sleeved_Blazer/img_00000034.jpg,2,Blazer,1,21,58,159,273,train
img/Oversized_Two-Tone_Blazer/img_00000044.jpg,2,Blazer,1,15,61,109,157,train
img/Cuffed-Sleeve_Boyfriend_Blazer/img_00000072.jpg,2,Blazer,1,47,46,162,164,train
img/Cuffed_Knit_Blazer/img_00000097.jpg,2,Blazer,1,47,100,172,300,train
img/Two-Button_Blazer/img_00000017.jpg,2,Blazer,1,39,73,212,300,train
img/Tulip-Back_Chiffon_Blazer/img_00000054.jpg,2,Blazer,1,40,100,179,279,train
img/Cuffed_Knit_Blazer/img_00000028.jpg,2,Blazer,1,96,17,211,135,train
img/Floral_Print_Blazer/img_00000057.jpg,2,Blazer,1,1,19,200,276,train
img/Round-Hem_Brushstroke_Print_Blazer/img_00000067.jpg,2,Blazer,1,27,52,169,280,train
img/Two-Button_Blazer/img_00000060.jpg,2,Blazer,1,1,1,230,300,train
img/Zippered_Single-Button_Blazer/img_00000040.jpg,2,Blazer,1,1,14,228,300,train
img/Cropped_Open-Front_Blazer/img_00000010.jpg,2,Blazer,1,67,52,158,154,train
img/Oversized_Two-Tone_Blazer/img_00000136.jpg,2,Blazer,1,47,69,135,147,train
img/Longline_Side-Slit_Blazer/img_00000030.jpg,2,Blazer,1,78,54,160,300,train
img/Open-Front_Shawl_Lapel_Blazer/img_00000082.jpg,2,Blazer,1,33,72,164,235,train
img/Dropped-Collar_Blazer/img_00000034.jpg,2,Blazer,1,34,40,186,250,train
img/Oversized_Two-Tone_Blazer/img_00000117.jpg,2,Blazer,1,111,57,191,166,train
img/Zip_Pocket_Blazer/img_00000115.jpg,2,Blazer,1,59,69,245,267,train
img/Floral_and_Bird_Print_Blazer/img_00000068.jpg,2,Blazer,1,17,3,296,299,train
img/Collarless_Faux_Leather-Sleeve_Blazer/img_00000007.jpg,2,Blazer,1,27,69,187,253,train
img/Collarless_One-Button_Blazer/img_00000122.jpg,2,Blazer,1,66,46,175,157,train
img/Button-Front_Blazer/img_00000101.jpg,2,Blazer,1,17,49,286,300,train
img/Cuffed-Sleeve_Boyfriend_Blazer/img_00000009.jpg,2,Blazer,1,91,75,225,268,train
img/Classic_Boyfriend_Blazer/img_00000010.jpg,2,Blazer,1,41,61,136,155,train
img/Cropped_Open-Front_Blazer/img_00000097.jpg,2,Blazer,1,34,77,192,273,train
img/Floral_Print_Blazer/img_00000059.jpg,2,Blazer,1,1,28,269,300,train
img/Collarless_Draped-Front_Blazer/img_00000107.jpg,2,Blazer,1,31,88,173,212,train
img/Crepe_Shawl_Collar_Blazer/img_00000100.jpg,2,Blazer,1,32,62,171,233,train
img/Two-Button_Blazer/img_00000004.jpg,2,Blazer,1,39,66,171,300,train
img/Textured_Open_Front_Blazer/img_00000102.jpg,2,Blazer,1,18,59,197,224,train
img/Collarless_One-Button_Blazer/img_00000061.jpg,2,Blazer,1,25,189,132,287,train
img/Quilted_Open-Front_Blazer/img_00000062.jpg,2,Blazer,1,40,48,219,277,train
img/Glen_Plaid_Blazer/img_00000096.jpg,2,Blazer,1,1,43,225,300,train
img/Double-Breasted_Blazer/img_00000126.jpg,2,Blazer,1,57,59,143,166,train
img/Flat_Collar_Blazer/img_00000012.jpg,2,Blazer,1,1,34,200,300,train
img/Open-Front_Woven_Blazer/img_00000029.jpg,2,Blazer,1,14,92,142,224,train
img/Cuffed-Sleeve_Knit_Blazer/img_00000061.jpg,2,Blazer,1,72,49,226,288,train
img/Open-Front_Linen_Blazer/img_00000025.jpg,2,Blazer,1,68,87,229,261,train
img/Crepe_Shawl_Collar_Blazer/img_00000006.jpg,2,Blazer,1,86,79,224,237,train
img/Ruched-Sleeve_Blazer/img_00000059.jpg,2,Blazer,1,1,19,184,186,train
img/Classic_Denim_Blazer/img_00000039.jpg,2,Blazer,1,68,91,205,300,train
img/Tulip_Front_Blazer/img_00000072.jpg,2,Blazer,1,40,84,196,289,train
img/Classic_One-Button_Blazer/img_00000122.jpg,2,Blazer,1,85,33,133,278,train
img/Shawl_Collar_Blazer/img_00000006.jpg,2,Blazer,1,1,44,300,300,train
img/Classic_Denim_Blazer/img_00000150.jpg,2,Blazer,1,79,83,258,265,train
img/Faux_Leather_Shawl_Collar_Blazer/img_00000102.jpg,2,Blazer,1,14,12,289,300,train
img/Floral_and_Bird_Print_Blazer/img_00000085.jpg,2,Blazer,1,1,71,114,234,train
img/Dropped_Lapel_Chiffon-Sleeved_Blazer/img_00000037.jpg,2,Blazer,1,31,39,259,261,train
img/Textured_Open_Front_Blazer/img_00000089.jpg,2,Blazer,1,46,34,164,230,train
img/Ruched-Sleeve_Blazer/img_00000073.jpg,2,Blazer,1,5,27,204,228,train
img/Faux_Leather_Shawl_Collar_Blazer/img_00000094.jpg,2,Blazer,1,53,74,221,300,train
img/Classic_Cuffed_Blazer/img_00000057.jpg,2,Blazer,1,34,116,190,246,train
img/Glen_Plaid_Blazer/img_00000034.jpg,2,Blazer,1,10,76,191,274,train
img/Oversized_Open-Front_Blazer/img_00000036.jpg,2,Blazer,1,66,68,233,287,train
img/Tuxedo-Inspired_Blazer/img_00000132.jpg,2,Blazer,1,1,55,200,300,train
img/Asymmetrical_Open-Front_Blazer/img_00000023.jpg,2,Blazer,1,15,14,189,246,train
img/Classic_Boyfriend_Blazer/img_00000135.jpg,2,Blazer,1,63,58,161,163,train
img/Oversized_Two-Tone_Blazer/img_00000070.jpg,2,Blazer,1,43,68,150,176,train
img/Single-Button_Blazer/img_00000076.jpg,2,Blazer,1,75,56,253,296,train
img/Textured_Woven_Blazer/img_00000074.jpg,2,Blazer,1,44,70,201,241,train
img/Faux_Leather_Shawl_Collar_Blazer/img_00000113.jpg,2,Blazer,1,43,77,213,300,train
img/Oversized_Two-Tone_Blazer/img_00000085.jpg,2,Blazer,1,73,45,137,154,train
img/Cuffed-Sleeve_Knit_Blazer/img_00000051.jpg,2,Blazer,1,41,57,184,215,train
img/Classic_Cuffed_Blazer/img_00000039.jpg,2,Blazer,1,41,92,186,212,train
img/Tuxedo-Inspired_Blazer/img_00000012.jpg,2,Blazer,1,51,53,151,171,train
img/Two-Button_Blazer/img_00000008.jpg,2,Blazer,1,73,46,173,153,train
img/Zippered_Shawl_Collar_Blazer/img_00000100.jpg,2,Blazer,1,22,66,194,299,train
img/Collarless_Open-Front_Blazer/img_00000050.jpg,2,Blazer,1,71,60,160,282,train
img/Quilted_Open-Front_Blazer/img_00000082.jpg,2,Blazer,1,67,81,206,300,train
img/Cuffed-Sleeve_Boyfriend_Blazer/img_00000004.jpg,2,Blazer,1,35,55,143,166,train
img/Collarless_Draped-Front_Blazer/img_00000042.jpg,2,Blazer,1,85,86,236,257,train
img/Cropped_Open-Front_Blazer/img_00000020.jpg,2,Blazer,1,16,53,189,249,train
img/Open-Front_Linen_Blazer/img_00000102.jpg,2,Blazer,1,81,69,175,244,train
img/Boxy_Buttoned_Blazer/img_00000014.jpg,2,Blazer,1,64,55,156,165,train
img/Open-Front_Zippered_Blazer/img_00000047.jpg,2,Blazer,1,43,78,179,223,train
img/Tailored_Woven_Blazer/img_00000056.jpg,2,Blazer,1,26,65,196,282,train
img/Classic_Two-Button_Blazer/img_00000033.jpg,2,Blazer,1,56,42,126,134,train
img/Textured_Open_Front_Blazer/img_00000003.jpg,2,Blazer,1,30,41,186,300,train
img/Zip_Pocket_Blazer/img_00000026.jpg,2,Blazer,1,67,45,167,159,train
img/Boxy_Buttoned_Blazer/img_00000080.jpg,2,Blazer,1,63,18,237,245,train
img/Cuffed-Sleeve_Knit_Blazer/img_00000001.jpg,2,Blazer,1,45,35,148,179,train
img/Must-Have_Ruched_Blazer/img_00000036.jpg,2,Blazer,1,24,96,205,286,train
img/Classic_Boyfriend_Blazer/img_00000019.jpg,2,Blazer,1,40,104,178,284,train
img/Tulip-Back_Chiffon_Blazer/img_00000075.jpg,2,Blazer,1,24,72,137,214,train
img/Faux_Snakeskin-Trimmed_Blazer/img_00000095.jpg,2,Blazer,1,71,75,253,300,train
img/Flat_Collar_Blazer/img_00000047.jpg,2,Blazer,1,79,30,149,125,train
img/Zippered_Shawl_Collar_Blazer/img_00000029.jpg,2,Blazer,1,38,72,174,300,train
img/Collarless_Draped-Front_Blazer/img_00000064.jpg,2,Blazer,1,22,58,125,142,train
img/Classic_Single-Button_Blazer/img_00000006.jpg,2,Blazer,1,24,39,286,267,train
img/Shawl_Collar_Blazer/img_00000090.jpg,2,Blazer,1,22,39,232,261,train
img/Crepe_Shawl_Collar_Blazer/img_00000071.jpg,2,Blazer,1,40,68,154,215,train
img/Double-Breasted_Blazer/img_00000087.jpg,2,Blazer,1,1,42,204,300,train
img/Boxy_Buttoned_Blazer/img_00000075.jpg,2,Blazer,1,20,1,295,300,train
img/Cuffed-Sleeve_Knit_Blazer/img_00000039.jpg,2,Blazer,1,27,60,164,259,train
img/Floral_Print_Blazer/img_00000015.jpg,2,Blazer,1,69,73,223,259,train
img/Cuffed_Knit_Blazer/img_00000036.jpg,2,Blazer,1,31,73,206,293,train
img/Cropped_Open-Front_Blazer/img_00000082.jpg,2,Blazer,1,84,87,238,237,train
img/Classic_Woven_Blazer/img_00000068.jpg,2,Blazer,1,1,51,154,279,train
img/Must-Have_Ruched_Blazer/img_00000004.jpg,2,Blazer,1,3,1,202,300,train
img/Classic_One-Button_Blazer/img_00000048.jpg,2,Blazer,1,1,68,183,297,train
img/Classic_Woven_Blazer/img_00000061.jpg,2,Blazer,1,17,71,163,265,train
img/Single-Button_Blazer/img_00000114.jpg,2,Blazer,1,56,53,184,300,train
img/Textured_Woven_Blazer/img_00000028.jpg,2,Blazer,1,1,91,214,300,train
img/Asymmetrical_Open-Front_Blazer/img_00000053.jpg,2,Blazer,1,10,51,155,289,train
img/Draped_Collar_Blazer/img_00000085.jpg,2,Blazer,1,56,53,130,288,train
img/Faux_Snakeskin-Trimmed_Blazer/img_00000062.jpg,2,Blazer,1,1,56,196,266,train
img/Single-Button_Blazer/img_00000113.jpg,2,Blazer,1,17,95,239,282,train
img/Open-Front_Shawl_Lapel_Blazer/img_00000036.jpg,2,Blazer,1,75,79,221,233,train
img/Classic_Denim_Blazer/img_00000093.jpg,2,Blazer,1,127,61,237,170,train
img/Single-Button_Blazer/img_00000165.jpg,2,Blazer,1,48,2,146,152,train
img/Glen_Plaid_Blazer/img_00000109.jpg,2,Blazer,1,60,89,218,280,train
img/Zippered_Single-Button_Blazer/img_00000082.jpg,2,Blazer,1,18,64,245,273,train
img/Classic_Woven_Blazer/img_00000040.jpg,2,Blazer,1,1,21,196,277,train
img/Collarless_Faux_Leather-Sleeve_Blazer/img_00000109.jpg,2,Blazer,1,60,72,246,262,train
img/Draped_Collar_Blazer/img_00000023.jpg,2,Blazer,1,79,60,228,244,train
img/Crepe_Shawl_Collar_Blazer/img_00000062.jpg,2,Blazer,1,92,46,181,169,train
img/Double-Breasted_Blazer/img_00000047.jpg,2,Blazer,1,1,48,101,143,train
img/Collarless_One-Button_Blazer/img_00000027.jpg,2,Blazer,1,78,80,200,216,train
img/Textured_Boyfriend_Blazer/img_00000036.jpg,2,Blazer,1,42,15,300,300,train
img/Crepe_Shawl_Collar_Blazer/img_00000070.jpg,2,Blazer,1,85,67,221,197,train
img/Collarless_Faux_Leather-Sleeve_Blazer/img_00000149.jpg,2,Blazer,1,64,61,167,245,train
img/Zippered_Single-Button_Blazer/img_00000004.jpg,2,Blazer,1,23,58,161,223,train
img/Open-Front_Linen_Blazer/img_00000089.jpg,2,Blazer,1,1,49,300,300,train
img/Classic_Boyfriend_Blazer/img_00000008.jpg,2,Blazer,1,1,21,300,300,train
img/Dropped_Lapel_Chiffon-Sleeved_Blazer/img_00000042.jpg,2,Blazer,1,65,44,237,300,train
img/Classic_Single-Button_Blazer/img_00000004.jpg,2,Blazer,1,32,73,163,257,train
img/Cuffed_Knit_Blazer/img_00000052.jpg,2,Blazer,1,35,98,174,297,train
img/Classic_Cuffed_Blazer/img_00000022.jpg,2,Blazer,1,38,94,174,221,train
img/Button-Front_Blazer/img_00000049.jpg,2,Blazer,1,27,17,284,283,train
img/Collarless_Draped-Front_Blazer/img_00000073.jpg,2,Blazer,1,49,88,243,248,train
img/Oversized_Two-Tone_Blazer/img_00000009.jpg,2,Blazer,1,33,65,129,160,train
img/Quilted_Open-Front_Blazer/img_00000067.jpg,2,Blazer,1,30,59,209,300,train
img/Cuffed_Knit_Blazer/img_00000086.jpg,2,Blazer,1,199,47,300,185,train
img/Cropped_Open-Front_Blazer/img_00000011.jpg,2,Blazer,1,32,89,225,271,train
img/Quilted_Open-Front_Blazer/img_00000007.jpg,2,Blazer,1,64,50,216,215,train
